,words
48034,brought
48035,peace
48036,republic
48037,powerful
48038,chancellor
48039,overthrow
48040,together
48041,rule
48042,galaxy
48043,make
48044,things
48045,way
48046,want
48047,padme
48048,dont
48049,believe
48050,im
48051,hearing
48052,obiwan
48053,right
48054,youve
48055,changed
48056,anakin
48057,dont
48058,want
48059,hear
48060,obiwan
48061,jedi
48062,turned
48063,dont
48064,turn
48065,padme
48066,dont
48067,know
48068,anymore
48069,anakin
48070,youre
48071,breaking
48072,heart
48073,ill
48074,never
48075,stop
48076,loving
48077,going
48078,path
48079,cant
48080,follow
48081,anakin
48082,obiwan
48083,padme
48084,youve
48085,done
48086,plan
48087,stop
48088,stop
48089,come
48090,back
48091,love
48092,anakin
48093,seeing
48094,obiwan
48095,liar
48096,padme
48097,turns
48098,around
48099,sees
48100,obiwan
48101,standing
48102,doorway
48103,naboo
48104,cruiser
48105,padme
48106,anakin
48107,youre
48108,youve
48109,betrayed
48110,brought
48111,kill
48112,padme
48113,anakin
48114,swear
48115,anakin
48116,reaches
48117,padme
48118,grabs
48119,throat
48120,starts
48121,choke
48122,obiwan
48123,let
48124,go
48125,anakin
48126,anakin
48127,obiwan
48128,let
48129,go
48130,anakin
48131,releases
48132,grip
48133,unconscious
48134,padme
48135,crumples
48136,ground
48137,anakin
48138,turned
48139,obiwan
48140,done
48141,anakin
48142,take
48143,anakin
48144,throws
48145,cloak
48146,obiwan
48147,anger
48148,lust
48149,power
48150,already
48151,done
48152,obiwan
48153,flings
48154,cloak
48155,obiwan
48156,continuing
48157,allowed
48158,dark
48159,lord
48160,twist
48161,mind
48162,become
48163,thing
48164,swore
48165,destroy
48166,circle
48167,obiwan
48168,near
48169,padme
48170,places
48171,hand
48172,anakin
48173,dont
48174,lecture
48175,obiwan
48176,see
48177,lies
48178,jedi
48179,fear
48180,dark
48181,side
48182,brought
48183,peace
48184,justice
48185,freedom
48186,security
48187,new
48188,empire
48189,obiwan
48190,new
48191,empire
48192,anakin
48193,dont
48194,make
48195,kill
48196,obiwan
48197,anakin
48198,allegiance
48199,republic
48200,democracy
48201,anakin
48202,youre
48203,youre
48204,enemy
48205,obiwan
48206,sith
48207,lord
48208,deals
48209,absolutes
48210,must
48211,ignites
48212,lightsaber
48213,anakin
48214,try
48215,anakin
48216,ignites
48217,lightsaber
48218,anakin
48219,lashes
48220,obiwan
48221,begin
48222,ferocious
48223,sword
48224,fight
48225,anakin
48226,throws
48227,containers
48228,obiwan
48229,using
48230,force
48231,work
48232,way
48233,landing
48234,platform
48235,main
48236,entry
48237,hallway
48238,anakin
48239,kicks
48240,obiwan
48241,obiwan
48242,drops
48243,lower
48244,level
48245,artoo
48246,beeps
48247,concern
48248,rushes
48249,unconscious
48250,padmes
48251,aid
48252,int
48253,corridorsenate
48254,arenachancellors
48255,holding
48256,officenight
48257,yoda
48258,enters
48259,using
48260,force
48261,throw
48262,two
48263,red
48264,guards
48265,wall
48266,knocking
48267,unconscious
48268,darth
48269,sidious
48270,turns
48271,chair
48272,toward
48273,yoda
48274,mas
48275,amedda
48276,stands
48277,behind
48278,sidiouss
48279,desk
48280,yoda
48281,hear
48282,new
48283,apprentice
48284,emperor
48285,call
48286,darth
48287,sidious
48288,darth
48289,sldious
48290,master
48291,yoda
48292,survived
48293,yoda
48294,surprised
48295,darth
48296,sldious
48297,arrogance
48298,blinds
48299,master
48300,yoda
48301,experience
48302,full
48303,power
48304,dark
48305,side
48306,dark
48307,lord
48308,raises
48309,arms
48310,lightning
48311,bolts
48312,shoot
48313,surrounding
48314,yoda
48315,yoda
48316,picked
48317,thrown
48318,across
48319,room
48320,hitting
48321,wall
48322,sliding
48323,crumpled
48324,heap
48325,darth
48326,sidious
48327,chuckles
48328,int
48329,mustafarpassages
48330,main
48331,control
48332,centerday
48333,anakin
48334,obiwan
48335,move
48336,fight
48337,toward
48338,main
48339,control
48340,center
48341,laser
48342,swords
48343,fly
48344,bits
48345,hallway
48346,cut
48347,obiwan
48348,anakin
48349,jump
48350,use
48351,every
48352,trick
48353,jedi
48354,book
48355,ext
48356,mustafarlanding
48357,platformnaboo
48358,cruiserday
48359,rd
48360,tries
48361,drag
48362,padme
48363,board
48364,naboo
48365,cruiser
48366,cpo
48367,pokes
48368,head
48369,ships
48370,doorway
48371,cpo
48372,youre
48373,going
48374,hurt
48375,wait
48376,cpo
48377,starts
48378,ramp
48379,int
48380,corridorsenate
48381,arenachancellors
48382,holding
48383,officenight
48384,mas
48385,amedda
48386,leaves
48387,room
48388,palpatine
48389,approaches
48390,stunned
48391,yoda
48392,darth
48393,sldious
48394,waited
48395,long
48396,time
48397,moment
48398,little
48399,green
48400,friend
48401,last
48402,jedi
48403,yoda
48404,anything
48405,say
48406,lord
48407,sidious
48408,yoda
48409,uses
48410,force
48411,throw
48412,darth
48413,sidious
48414,back
48415,knocking
48416,clear
48417,desk
48418,onto
48419,floor
48420,heap
48421,yoda
48422,continuing
48423,end
48424,rule
48425,short
48426,enough
48427,must
48428,say
48429,darth
48430,sidious
48431,flies
48432,air
48433,cape
48434,flapping
48435,heading
48436,toward
48437,exit
48438,last
48439,second
48440,yoda
48441,flies
48442,exit
48443,stops
48444,dark
48445,lord
48446,yoda
48447,continuing
48448,powerful
48449,leave
48450,yoda
48451,ignites
48452,lightsaber
48453,darth
48454,sldious
48455,stop
48456,darth
48457,vader
48458,become
48459,powerful
48460,either
48461,us
48462,darth
48463,sidious
48464,ignites
48465,lightsaber
48466,yoda
48467,faith
48468,new
48469,apprentice
48470,misplaced
48471,may
48472,faith
48473,dark
48474,side
48475,force
48476,swords
48477,clash
48478,battle
48479,extremely
48480,fast
48481,furious
48482,int
48483,mustafarmain
48484,control
48485,centerday
48486,view
48487,screens
48488,explode
48489,around
48490,anakin
48491,obiwan
48492,work
48493,way
48494,control
48495,room
48496,fighting
48497,intense
48498,obiwan
48499,defensive
48500,jumps
48501,table
48502,view
48503,screen
48504,center
48505,room
48506,anakin
48507,dont
48508,make
48509,destroy
48510,master
48511,youre
48512,match
48513,dark
48514,side
48515,obiwan
48516,ive
48517,heard
48518,anakin
48519,never
48520,thought
48521,id
48522,hear
48523,anakin
48524,forces
48525,obiwan
48526,back
48527,conference
48528,room
48529,quarters
48530,much
48531,closer
48532,sparks
48533,fly
48534,everywhere
48535,anakin
48536,jumps
48537,onto
48538,conference
48539,table
48540,obiwan
48541,slides
48542,across
48543,table
48544,knocking
48545,anakin
48546,obiwan
48547,grabs
48548,anakin�s
48549,lightsaber
48550,falls
48551,obiwan
48552,uses
48553,force
48554,summon
48555,dropped
48556,lightsaber
48557,anakin
48558,int
48559,coruscantsenate
48560,chambermain
48561,arenanight
48562,palpatine
48563,seeks
48564,refuge
48565,vast
48566,senate
48567,chamber
48568,gets
48569,chancellors
48570,podium
48571,starts
48572,rise
48573,arena
48574,yoda
48575,makes
48576,giant
48577,leap
48578,control
48579,pod
48580,sword
48581,fighting
48582,intense
48583,confined
48584,space
48585,int
48586,mustafarmain
48587,control
48588,centerday
48589,battle
48590,intensifies
48591,obiwan
48592,continuing
48593,flaw
48594,power
48595,arrogance
48596,obiwan
48597,stands
48598,looking
48599,former
48600,apprentice
48601,moment
48602,anakin
48603,hesitate
48604,flaw
48605,compassion
48606,obiwan
48607,anakin
48608,lock
48609,sabers
48610,obiwan
48611,puts
48612,hand
48613,use
48614,force
48615,push
48616,anakin
48617,away
48618,anakin
48619,puts
48620,hand
48621,block
48622,obiwan
48623,combatants
48624,blasted
48625,backwards
48626,onto
48627,control
48628,panels
48629,regain
48630,footing
48631,battle
48632,continues
48633,anakin
48634,kicks
48635,obiwan
48636,away
48637,battle
48638,around
48639,room
48640,eventually
48641,door
48642,exterior
48643,knocked
48644,open
48645,continue
48646,battling
48647,onto
48648,balcony
48649,int
48650,coruscantsenate
48651,chamrermain
48652,arenanight
48653,yoda
48654,unleashes
48655,ferocious
48656,assault
48657,palpatine
48658,causing
48659,almost
48660,go
48661,edge
48662,dark
48663,lord
48664,drops
48665,lightsaber
48666,recovers
48667,blast
48668,energy
48669,hands
48670,surrounds
48671,yoda
48672,yoda
48673,deflecting
48674,sith
48675,lords
48676,lightning
48677,bolts
48678,energy
48679,bolts
48680,begin
48681,arc
48682,back
48683,emperor
48684,looks
48685,dark
48686,lord
48687,doomed
48688,yoda
48689,destroy
48690,master
48691,kenobi
48692,apprentice
48693,destroy
48694,yoda
48695,jumps
48696,lower
48697,senate
48698,pod
48699,palpatine
48700,reaches
48701,one
48702,hand
48703,senate
48704,pod
48705,released
48706,mooring
48707,heads
48708,toward
48709,podium
48710,palpatine
48711,uses
48712,force
48713,hurl
48714,pod
48715,pod
48716,yoda
48717,ducks
48718,jumps
48719,one
48720,flying
48721,pod
48722,another
48723,yoda
48724,leaps
48725,away
48726,pods
48727,uses
48728,force
48729,hold
48730,one
48731,pod
48732,suspended
48733,air
48734,pod
48735,spins
48736,yoda
48737,throws
48738,back
48739,palpatine
48740,leaps
48741,away
48742,last
48743,moment
48744,yoda
48745,leaps
48746,palpatine
48747,quickly
48748,turns
48749,aims
48750,full
48751,force
48752,energy
48753,bolts
48754,tiny
48755,green
48756,jedi
48757,catching
48758,midair
48759,throwing
48760,back
48761,hard
48762,podium
48763,force
48764,causes
48765,yoda
48766,drop
48767,lightsaber
48768,yoda
48769,blocks
48770,lightning
48771,throws
48772,palpatine
48773,backwards
48774,podium
48775,yoda
48776,knocked
48777,podium
48778,falls
48779,several
48780,hundred
48781,feet
48782,base
48783,podium
48784,palpatine
48785,follows
48786,pod
48787,searching
48788,yoda
48789,ext
48790,mustafarmain
48791,control
48792,center
48793,balconyday
48794,anakin
48795,forces
48796,obiwan
48797,narrow
48798,balcony
48799,outside
48800,control
48801,room
48802,rips
48803,objects
48804,wall
48805,throws
48806,obiwan
48807,pushes
48808,along
48809,walkway
48810,balcony
48811,ends
48812,obiwan
48813,trapped
48814,looks
48815,balcony
48816,river
48817,lava
48818,anakin
48819,cuts
48820,apiece
48821,balcony
48822,railing
48823,along
48824,control
48825,panel
48826,alarms
48827,sound
48828,protective
48829,ray
48830,shield
48831,around
48832,superstructure
48833,disappears
48834,tumbles
48835,molten
48836,abyss
48837,disappearing
48838,puff
48839,smoke
48840,small
48841,pipe
48842,connects
48843,control
48844,center
48845,main
48846,collection
48847,plant
48848,obiwan
48849,choice
48850,tightropewalk
48851,across
48852,lava
48853,river
48854,fighting
48855,anakin
48856,ext
48857,mustafarmain
48858,control
48859,center
48860,balcony
48861,pipe
48862,across
48863,lava
48864,river
48865,main
48866,collection
48867,plantday
48868,anakin
48869,following
48870,obiwan
48871,jumps
48872,onto
48873,flexing
48874,pipe
48875,lands
48876,resumes
48877,fighting
48878,int
48879,mustafarpipe
48880,across
48881,lava
48882,riverday
48883,obiwan
48884,anakin
48885,work
48886,way
48887,across
48888,small
48889,pipe
48890,fighting
48891,ferociously
48892,go
48893,obiwan
48894,slips
48895,throws
48896,lightsaber
48897,air
48898,grabs
48899,pipe
48900,swings
48901,around
48902,grabs
48903,upper
48904,pipe
48905,retrieves
48906,lightsaber
48907,lands
48908,back
48909,original
48910,pipe
48911,continue
48912,fight
48913,across
48914,pipe
48915,reach
48916,main
48917,collection
48918,plant
48919,int
48920,coruscantsenate
48921,office
48922,buildingwiring
48923,chutenight
48924,yoda
48925,squishes
48926,way
48927,mass
48928,wires
48929,small
48930,chute
48931,talks
48932,comlink
48933,yoda
48934,hurry
48935,careful
48936,timing
48937,need
48938,bail
48939,organa
48940,speeder
48941,arent
48942,many
48943,troops
48944,side
48945,activate
48946,homing
48947,beacon
48948,youre
48949,ready
48950,int
48951,coruscantsenate
48952,chambermain
48953,arenanight
48954,senate
48955,pod
48956,commander
48957,thire
48958,several
48959,clone
48960,troopers
48961,climb
48962,mas
48963,amedda
48964,palpatine
48965,waiting
48966,beneath
48967,main
48968,podium
48969,twenty
48970,clone
48971,troopers
48972,search
48973,yoda
48974,body
48975,clone
48976,commander
48977,thire
48978,sign
48979,body
48980,sir
48981,mas
48982,amedda
48983,dead
48984,palpatine
48985,double
48986,search
48987,clone
48988,commander
48989,thire
48990,yes
48991,sir
48992,right
48993,away
48994,sir
48995,palpatine
48996,mas
48997,amedda
48998,tell
48999,captain
49000,kagi
49001,prepare
49002,shuttle
49003,immediate
49004,takeoff
49005,mas
49006,amedda
49007,yes
49008,master
49009,palpatine
49010,sense
49011,lord
49012,vader
49013,danger
49014,palpatine
49015,walks
49016,arena
49017,hallway
49018,commander
49019,thire
49020,descends
49021,floor
49022,arena
49023,intense
49024,search
49025,taking
49026,place
49027,several
49028,curious
49029,senators
49030,rubberneck
49031,scattered
49032,pods
49033,ext
49034,mustafarcollection
49035,panelsday
49036,obiwan
49037,anakin
49038,battle
49039,top
49040,multispired
49041,collection
49042,panels
49043,jumping
49044,one
49045,end
49046,collection
49047,cluster
49048,huge
49049,spray
49050,lava
49051,covers
49052,attachments
49053,hold
49054,collectors
49055,frame
49056,begins
49057,melt
49058,raining
49059,lava
49060,anakin
49061,obiwan
49062,run
49063,cover
49064,collection
49065,cluster
49066,continue
49067,fight
49068,lava
49069,rain
49070,darting
49071,cover
49072,attack
49073,quickly
49074,retreating
49075,cover
49076,support
49077,entire
49078,structure
49079,begins
49080,fall
49081,away
49082,collection
49083,cluster
49084,falls
49085,lava
49086,river
49087,jedi
49088,continue
49089,fight
49090,climbing
49091,highest
49092,point
49093,tower
49094,rest
49095,begins
49096,melt
49097,away
49098,rides
49099,swift
49100,current
49101,river
49102,bends
49103,toward
49104,lava
49105,get
49106,toward
49107,end
49108,fighting
49109,gets
49110,fierce
49111,obiwan
49112,gets
49113,end
49114,trapped
49115,tower
49116,slowly
49117,starts
49118,sink
49119,lava
49120,ext
49121,coruscantsenate
49122,office
49123,buildingnight
49124,bail
49125,organa
49126,open
49127,cockpit
49128,speeder
49129,flies
49130,along
49131,next
49132,roof
49133,eave
49134,huge
49135,senate
49136,building
49137,slows
49138,moves
49139,closer
49140,long
49141,row
49142,recessed
49143,lights
49144,suddenly
49145,yoda
49146,falls
49147,one
49148,light
49149,recesses
49150,lands
49151,speeder
49152,bail
49153,guns
49154,heads
49155,away
49156,senate
49157,building
49158,int
49159,coruscantbail
49160,organas
49161,speedernight
49162,yoda
49163,straightens
49164,yoda
49165,exile
49166,must
49167,go
49168,failed
49169,yoda
49170,bail
49171,fly
49172,traffic
49173,city
49174,ext
49175,mustafarcollection
49176,panelsday
49177,obiwan
49178,realizes
49179,getting
49180,close
49181,edge
49182,lava
49183,falls
49184,grabs
49185,rope
49186,leaps
49187,collection
49188,arm
49189,anakin
49190,follows
49191,anakin
49192,obiwan
49193,continue
49194,sword
49195,fight
49196,hanging
49197,cables
49198,swing
49199,past
49200,ext
49201,mustafarlanding
49202,platformnaboo
49203,skiffday
49204,cpo
49205,carefully
49206,lifts
49207,padme
49208,arms
49209,rd
49210,nervously
49211,looks
49212,beeping
49213,cpo
49214,careful
49215,ive
49216,got
49217,good
49218,hold
49219,im
49220,worried
49221,back
49222,hope
49223,able
49224,hold
49225,weight
49226,cpo
49227,carries
49228,padme
49229,naboo
49230,skiff
49231,ext
49232,mustafarcollection
49233,panelsday
49234,cables
49235,anakin
49236,obiwan
49237,spot
49238,something
49239,causes
49240,stop
49241,fighting
49242,lava
49243,river
49244,ahead
49245,drops
49246,tremendous
49247,lava
49248,fall
49249,snapping
49250,metal
49251,groans
49252,heard
49253,main
49254,part
49255,collector
49256,starts
49257,break
49258,away
49259,move
49260,toward
49261,lava
49262,fall
49263,obiwan
49264,looks
49265,around
49266,sees
49267,small
49268,floating
49269,platform
49270,making
49271,way
49272,toward
49273,tower
49274,obiwan
49275,double
49276,hackflip
49277,lands
49278,squarely
49279,floating
49280,platform
49281,immediately
49282,leans
49283,one
49284,side
49285,moves
49286,away
49287,tower
49288,anakin
49289,realizes
49290,doomed
49291,entire
49292,tower
49293,heads
49294,falls
49295,distance
49296,sees
49297,construction
49298,droids
49299,swings
49300,back
49301,tower
49302,climbs
49303,makes
49304,running
49305,leap
49306,miraculously
49307,lands
49308,worker
49309,droid
49310,droid
49311,confused
49312,chatters
49313,coworker
49314,giant
49315,collector
49316,goes
49317,lava
49318,flow
49319,disappears
49320,mist
49321,sparks
49322,obiwan
49323,heads
49324,bank
49325,lava
49326,river
49327,anakins
49328,droid
49329,faster
49330,catches
49331,old
49332,master
49333,obiwan
49334,anakin
49335,continue
49336,swordfight
49337,battle
49338,away
49339,balancing
49340,tiny
49341,platform
49342,puzzled
49343,droid
49344,anakin
49345,standing
49346,droid
49347,approaches
49348,obiwan
49349,work
49350,platform
49351,obiwan
49352,failed
49353,anakin
49354,never
49355,able
49356,teach
49357,think
49358,anakin
49359,obiwan
49360,confront
49361,lava
49362,river
49363,anakin
49364,known
49365,jedi
49366,plotting
49367,take
49368,obiwan
49369,sith
49370,anakin
49371,chancellor
49372,palpatine
49373,evil
49374,anakin
49375,jedi
49376,point
49377,view
49378,point
49379,view
49380,jedi
49381,evil
49382,obiwan
49383,well
49384,lost
49385,anakin
49386,end
49387,master
49388,wish
49389,otherwise
49390,anakin
49391,jumps
49392,flips
49393,onto
49394,obi
49395,wans
49396,platform
49397,fighting
49398,continues
49399,obiwan
49400,jumps
49401,toward
49402,safety
49403,black
49404,sandy
49405,edge
49406,lava
49407,river
49408,yells
49409,anakin
49410,obiwan
49411,anakin
49412,high
49413,ground
49414,anakin
49415,underestimate
49416,power
49417,obiwan
49418,dont
49419,try
49420,anakin
49421,follows
49422,obiwan
49423,cuts
49424,young
49425,apprentice
49426,knees
49427,cuts
49428,left
49429,arm
49430,blink
49431,eye
49432,anakin
49433,tumbles
49434,embankment
49435,rolls
49436,stop
49437,near
49438,edge
49439,lava
49440,anakin
49441,struggles
49442,pull
49443,embankment
49444,mechanical
49445,hand
49446,thin
49447,leather
49448,glove
49449,burned
49450,keeps
49451,sliding
49452,black
49453,sand
49454,obiwan
49455,continuing
49456,chosen
49457,one
49458,said
49459,would
49460,destroy
49461,sith
49462,join
49463,would
49464,bring
49465,balance
49466,force
49467,leave
49468,darkness
49469,obiwan
49470,picks
49471,anakins
49472,light
49473,saber
49474,begins
49475,walk
49476,away
49477,stops
49478,looks
49479,back
49480,anakin
49481,hate
49482,obiwan
49483,brother
49484,anakin
49485,loved
49486,anakins
49487,clothing
49488,blows
49489,lava
49490,river
49491,ignites
49492,suddenly
49493,anakin
49494,bursts
49495,flames
49496,starts
49497,screaming
49498,int
49499,mustafarvolcano
49500,edgeday
49501,obiwan
49502,looks
49503,horror
49504,anakin
49505,becomes
49506,engulfed
49507,flames
49508,obiwan
49509,cant
49510,watch
49511,struggles
49512,climb
49513,embankment
49514,covered
49515,flames
49516,runs
49517,back
49518,padmes
49519,ship
49520,anakin
49521,drops
49522,smoldering
49523,near
49524,top
49525,lava
49526,pit
49527,ext
49528,mustafarlanding
49529,platformnaboo
49530,skiffday
49531,obiwan
49532,makes
49533,way
49534,skiff
49535,looks
49536,padme
49537,threepio
49538,sticks
49539,head
49540,door
49541,skiff
49542,cpo
49543,master
49544,kenobi
49545,miss
49546,padme
49547,board
49548,please
49549,please
49550,hurry
49551,leave
49552,dreadful
49553,place
49554,obiwan
49555,runs
49556,board
49557,naboo
49558,skiff
49559,ext
49560,mustafarlanding
49561,platformnaboo
49562,skiffday
49563,padme
49564,lies
49565,cot
49566,bed
49567,inside
49568,ship
49569,obiwan
49570,walks
49571,checks
49572,padme
49573,obiwan
49574,anakin
49575,right
49576,obiwan
49577,looks
49578,sadly
49579,answer
49580,brushes
49581,hair
49582,back
49583,padme
49584,drops
49585,back
49586,unconsciousness
49587,artoo
49588,watches
49589,obiwan
49590,rides
49591,copilots
49592,station
49593,sits
49594,looking
49595,pensive
49596,threepio
49597,drives
49598,ext
49599,mustafarvolcano
49600,edgeday
49601,anakin
49602,crawls
49603,bank
49604,body
49605,smoking
49606,shuttle
49607,flies
49608,overhead
49609,lands
49610,ext
49611,mustafarlanding
49612,platformimperial
49613,shuttleday
49614,imperial
49615,shuttle
49616,closes
49617,wings
49618,settles
49619,highest
49620,mustafar
49621,landing
49622,platforms
49623,platoon
49624,clone
49625,troopers
49626,exits
49627,craft
49628,followed
49629,darth
49630,sidious
49631,int
49632,mustafarvolcano
49633,pitday
49634,darth
49635,sidious
49636,walks
49637,front
49638,clone
49639,troopers
49640,way
49641,get
49642,anakin
49643,edge
49644,lava
49645,pit
49646,ext
49647,mustafarvolcano
49648,pitday
49649,darth
49650,sidious
49651,discovers
49652,remains
49653,anakin
49654,checks
49655,turns
49656,clones
49657,darth
49658,sidious
49659,anakin
49660,anakin
49661,hes
49662,still
49663,alive
49664,get
49665,medical
49666,capsule
49667,immediately
49668,clone
49669,captain
49670,yes
49671,sir
49672,right
49673,away
49674,several
49675,clones
49676,rush
49677,darth
49678,sidlous
49679,puts
49680,hand
49681,anakins
49682,forehead
49683,int
49684,polis
49685,massaobservation
49686,domenight
49687,isolated
49688,asteroid
49689,polis
49690,massa
49691,yoda
49692,meditates
49693,yoda
49694,failed
49695,stop
49696,sith
49697,lord
49698,still
49699,much
49700,learn
49701,qui
49702,gon
49703,vo
49704,patience
49705,time
49706,became
49707,one
49708,force
49709,made
49710,great
49711,discovery
49712,training
49713,able
49714,merge
49715,force
49716,physical
49717,self
49718,fade
49719,away
49720,still
49721,retain
49722,consciousness
49723,become
49724,powerful
49725,sith
49726,yoda
49727,eternal
49728,consciousness
49729,quigon
49730,vo
49731,ability
49732,defy
49733,oblivion
49734,achieved
49735,oneself
49736,accomplished
49737,shaman
49738,whills
49739,state
49740,acquired
49741,compassion
49742,greed
49743,yoda
49744,become
49745,one
49746,force
49747,influence
49748,still
49749,power
49750,greater
49751,quigon
49752,vo
49753,learn
49754,let
49755,go
49756,everything
49757,attachment
49758,thought
49759,self
49760,physical
49761,self
49762,yoda
49763,great
49764,jedi
49765,master
49766,become
49767,quigon
49768,jinn
49769,apprentice
49770,gratefully
49771,become
49772,yoda
49773,thinks
49774,minute
49775,bail
49776,organa
49777,enters
49778,room
49779,breaks
49780,meditation
49781,bail
49782,organa
49783,excuse
49784,master
49785,yoda
49786,obiwan
49787,kenobi
49788,made
49789,contact
49790,ext
49791,mustafarlanding
49792,platformday
49793,clones
49794,placed
49795,anakin
49796,medical
49797,capsule
49798,float
49799,wounded
49800,sith
49801,lord
49802,belly
49803,imperial
49804,cruiser
49805,darth
49806,sidious
49807,follows
49808,capsule
49809,ship
49810,ship
49811,takes
49812,ext
49813,polis
49814,massalanding
49815,platformnight
49816,obiwan
49817,lands
49818,naboo
49819,cruiser
49820,landing
49821,platform
49822,isolated
49823,post
49824,polis
49825,massa
49826,yoda
49827,bail
49828,organa
49829,along
49830,ground
49831,crew
49832,waiting
49833,ramp
49834,lowers
49835,obiwan
49836,emerges
49837,carrying
49838,unconscious
49839,padme
49840,arms
49841,followed
49842,artoo
49843,threepio
49844,bail
49845,organa
49846,well
49847,take
49848,medical
49849,center
49850,quickly
49851,ext
49852,landing
49853,platformcoruscantimperial
49854,rehab
49855,centerday
49856,shuttle
49857,lands
49858,darth
49859,sidious
49860,clone
49861,troopers
49862,leave
49863,shuttle
49864,anakins
49865,body
49866,carried
49867,along
49868,floating
49869,medical
49870,capsule
49871,int
49872,polis
49873,massamedical
49874,centernight
49875,polis
49876,medics
49877,work
49878,padme
49879,operating
49880,theater
49881,obiwan
49882,one
49883,medical
49884,droids
49885,enter
49886,observation
49887,room
49888,bail
49889,yoda
49890,waiting
49891,medical
49892,droid
49893,medically
49894,completely
49895,healthy
49896,reasons
49897,cant
49898,explain
49899,losing
49900,obiwan
49901,shes
49902,dying
49903,medical
49904,droid
49905,dont
49906,know
49907,lost
49908,live
49909,need
49910,operate
49911,quickly
49912,save
49913,babies
49914,bail
49915,organa
49916,babies
49917,medical
49918,droid
49919,shes
49920,carrying
49921,twins
49922,yoda
49923,save
49924,must
49925,last
49926,hope
49927,medical
49928,droid
49929,rushes
49930,back
49931,operating
49932,room
49933,artoo
49934,threepio
49935,watch
49936,greatly
49937,puzzled
49938,artoo
49939,beeps
49940,cpo
49941,kind
49942,reproductive
49943,process
49944,think
49945,int
49946,coruscantimperial
49947,rehab
49948,centerday
49949,anakin
49950,medical
49951,capsule
49952,lifted
49953,onto
49954,table
49955,rehab
49956,center
49957,droids
49958,go
49959,work
49960,anakin
49961,new
49962,legs
49963,new
49964,arm
49965,int
49966,polis
49967,massamedical
49968,centernight
49969,twins
49970,delivered
49971,bail
49972,organa
49973,yoda
49974,artoo
49975,threepio
49976,watch
49977,obiwan
49978,operating
49979,theater
49980,padme
49981,takes
49982,hand
49983,obiwan
49984,dont
49985,give
49986,padme
49987,padme
49988,winces
49989,pain
49990,medical
49991,droid
49992,holding
49993,baby
49994,medical
49995,droid
49996,boy
49997,padme
49998,luke
49999,padme
50000,offer
50001,faint
50002,smile
50003,struggles
50004,touch
50005,baby
50006,forehead
50007,medical
50008,droid
50009,girl
50010,padme
50011,leia
50012,rd
50013,threepio
50014,bail
50015,organa
50016,watch
50017,adjoining
50018,space
50019,int
50020,coruscantimperial
50021,rehab
50022,centerday
50023,vader
50024,dressed
50025,black
50026,body
50027,armor
50028,lies
50029,table
50030,nose
50031,plugs
50032,inserted
50033,mask
50034,drops
50035,sealing
50036,tightly
50037,helmet
50038,fitted
50039,vader
50040,begins
50041,breathing
50042,int
50043,polis
50044,massamedical
50045,centernight
50046,obi
50047,wan
50048,leans
50049,padme
50050,softly
50051,speaks
50052,obiwan
50053,twins
50054,padme
50055,need
50056,hang
50057,padme
50058,cant
50059,padme
50060,winces
50061,takes
50062,obiwans
50063,hand
50064,holding
50065,anakins
50066,japor
50067,snippet
50068,obiwan
50069,save
50070,energy
50071,padme
50072,obiwan
50073,good
50074,know
50075,still
50076,last
50077,gasp
50078,dies
50079,obiwan
50080,studies
50081,necklace
50082,int
50083,coruscantimperial
50084,rehab
50085,centerday
50086,darth
50087,sidious
50088,hovers
50089,around
50090,periphery
50091,group
50092,medical
50093,droids
50094,working
50095,anakin
50096,darth
50097,sidious
50098,paces
50099,foreground
50100,droid
50101,approaches
50102,dark
50103,lord
50104,medical
50105,droid
50106,lord
50107,construction
50108,finished
50109,lives
50110,darth
50111,sidious
50112,good
50113,good
50114,droid
50115,moves
50116,back
50117,table
50118,darth
50119,vader
50120,lies
50121,table
50122,begins
50123,move
50124,upright
50125,darth
50126,sidious
50127,moves
50128,next
50129,darth
50130,vader
50131,darth
50132,sidious
50133,continuing
50134,lord
50135,vader
50136,hear
50137,darth
50138,vader
50139,dark
50140,mask
50141,helmet
50142,moves
50143,frame
50144,closeup
50145,darth
50146,vader
50147,yes
50148,master
50149,darth
50150,vader
50151,looks
50152,around
50153,room
50154,darth
50155,vader
50156,continuing
50157,padme
50158,safe
50159,right
50160,darth
50161,sidious
50162,moves
50163,closer
50164,half
50165,droidhalf
50166,man
50167,darth
50168,sidious
50169,im
50170,afraid
50171,died
50172,seems
50173,anger
50174,killed
50175,low
50176,groan
50177,emanates
50178,vaders
50179,mask
50180,suddenly
50181,everything
50182,room
50183,begins
50184,implode
50185,including
50186,droids
50187,darth
50188,vader
50189,couldnt
50190,alive
50191,felt
50192,alive
50193,impossible
50194,vader
50195,screams
50196,breaks
50197,bonds
50198,table
50199,steps
50200,forward
50201,waving
50202,hands
50203,causing
50204,objects
50205,fly
50206,around
50207,room
50208,sidious
50209,deflects
50210,objects
50211,droids
50212,arent
50213,lucky
50214,vaders
50215,painful
50216,screams
50217,echo
50218,throughout
50219,center
50220,ext
50221,nabooalderaan
50222,starcruiser
50223,bail
50224,organas
50225,starcruiser
50226,approaches
50227,city
50228,theed
50229,int
50230,alderaan
50231,cruiserconference
50232,room
50233,bail
50234,organa
50235,yoda
50236,obiwan
50237,sit
50238,around
