,words
2392,tink
2393,wesa
2394,trouble
2395,obiwan
2396,powers
2397,back
2398,lights
2399,flicker
2400,revealing
2401,ugly
2402,colo
2403,claw
2404,fish
2405,right
2406,front
2407,jar
2408,jar
2409,monstairs
2410,back
2411,large
2412,colo
2413,claw
2414,fish
2415,surprised
2416,rears
2417,back
2418,sub
2419,turns
2420,around
2421,speeds
2422,away
2423,jar
2424,jar
2425,contd
2426,wesa
2427,trouble
2428,quigon
2429,relax
2430,quigon
2431,puts
2432,hand
2433,jar
2434,jars
2435,shoulder
2436,jar
2437,jar
2438,relaxes
2439,coma
2440,obiwan
2441,overdid
2442,colo
2443,claw
2444,fish
2445,leaps
2446,fleeing
2447,sub
2448,shoots
2449,tunnel
2450,waiting
2451,jaws
2452,sando
2453,aqua
2454,monster
2455,obiwan
2456,contd
2457,good
2458,jar
2459,jar
2460,regains
2461,consciousness
2462,jar
2463,jar
2464,wesa
2465,dead
2466,yet
2467,oie
2468,boie
2469,jar
2470,jars
2471,eyes
2472,bulge
2473,faints
2474,sub
2475,narrowly
2476,avoids
2477,deadly
2478,teeth
2479,aqua
2480,monster
2481,colo
2482,claw
2483,fish
2484,chasing
2485,isnt
2486,lucky
2487,munched
2488,half
2489,larger
2490,predator
2491,little
2492,sub
2493,slips
2494,away
2495,quigon
2496,head
2497,outcropping
2498,ext
2499,theed
2500,main
2501,road
2502,theed
2503,day
2504,fx
2505,long
2506,columns
2507,droid
2508,army
2509,move
2510,main
2511,road
2512,leading
2513,theed
2514,naboo
2515,capital
2516,ext
2517,theed
2518,plaza
2519,day
2520,fx
2521,queen
2522,watches
2523,helplessly
2524,window
2525,palace
2526,transport
2527,carrying
2528,nute
2529,rune
2530,lands
2531,theed
2532,plaza
2533,exit
2534,transport
2535,nute
2536,ah
2537,victory
2538,int
2539,naboo
2540,lake
2541,underwater
2542,sub
2543,fx
2544,little
2545,sub
2546,continue
2547,propel
2548,toward
2549,surface
2550,brightly
2551,lit
2552,jar
2553,jar
2554,wesa
2555,dude
2556,ext
2557,theed
2558,estuary
2559,day
2560,paradise
2561,billowing
2562,clouds
2563,frame
2564,romantic
2565,body
2566,water
2567,loud
2568,rush
2569,bubbles
2570,small
2571,sub
2572,bobs
2573,surface
2574,current
2575,estuary
2576,begins
2577,pull
2578,sub
2579,backward
2580,fast
2581,moving
2582,river
2583,obiwan
2584,switches
2585,two
2586,remaining
2587,bubble
2588,canopies
2589,quigon
2590,stands
2591,look
2592,around
2593,jar
2594,jar
2595,lets
2596,sigh
2597,relief
2598,jar
2599,jar
2600,wesa
2601,safe
2602,quigon
2603,get
2604,thing
2605,started
2606,jar
2607,jar
2608,dissen
2609,berry
2610,good
2611,hey
2612,obiwan
2613,jar
2614,jar
2615,looks
2616,back
2617,theyre
2618,drifting
2619,sees
2620,headed
2621,huge
2622,waterfall
2623,jar
2624,jar
2625,oie
2626,boie
2627,obiwan
2628,tries
2629,start
2630,engine
2631,long
2632,props
2633,behind
2634,sub
2635,slowly
2636,begin
2637,rotate
2638,obiwan
2639,struggles
2640,finally
2641,feet
2642,short
2643,waterfall
2644,sub
2645,starts
2646,able
2647,generate
2648,enough
2649,power
2650,stop
2651,drifting
2652,backward
2653,powerful
2654,current
2655,sub
2656,slowly
2657,moves
2658,forward
2659,background
2660,quigon
2661,takes
2662,cable
2663,belt
2664,engine
2665,coughs
2666,dies
2667,start
2668,drifting
2669,backward
2670,jar
2671,jar
2672,panics
2673,jar
2674,jar
2675,contd
2676,iyiiyi
2677,wesa
2678,dien
2679,hey
2680,quigon
2681,shoots
2682,thin
2683,cable
2684,wraps
2685,around
2686,railing
2687,shore
2688,sub
2689,pulls
2690,cable
2691,taut
2692,little
2693,craft
2694,hangs
2695,precariously
2696,edge
2697,waterfall
2698,quigon
2699,come
2700,obiwan
2701,climbs
2702,sub
2703,pulls
2704,along
2705,cable
2706,quigon
2707,starts
2708,quigon
2709,contd
2710,come
2711,jar
2712,jar
2713,jar
2714,jar
2715,scary
2716,obiwan
2717,get
2718,jar
2719,jar
2720,mighty
2721,jar
2722,jar
2723,looks
2724,back
2725,sees
2726,hanging
2727,waterfall
2728,jar
2729,jar
2730,contd
2731,oie
2732,boiemesa
2733,comen
2734,mesa
2735,comen
2736,jar
2737,jar
2738,starts
2739,climb
2740,sub
2741,obiwan
2742,shore
2743,helps
2744,pull
2745,quigon
2746,water
2747,obiwan
2748,close
2749,battle
2750,droid
2751,b
2752,os
2753,drop
2754,weapons
2755,two
2756,jedi
2757,turn
2758,around
2759,see
2760,battle
2761,droid
2762,standing
2763,front
2764,jar
2765,jar
2766,climbs
2767,shore
2768,jedi
2769,battle
2770,droid
2771,b
2772,said
2773,drop
2774,weapons
2775,quigon
2776,ignites
2777,laser
2778,sword
2779,brief
2780,flash
2781,droid
2782,cut
2783,jedi
2784,stray
2785,laser
2786,bolt
2787,hits
2788,cable
2789,sub
2790,breaks
2791,lose
2792,crashing
2793,waterfall
2794,jedi
2795,move
2796,jar
2797,jar
2798,reluctantly
2799,follows
2800,looks
2801,back
2802,mess
2803,jar
2804,jar
2805,whoa
2806,ext
2807,theed
2808,palace
2809,day
2810,waterfalls
2811,theed
2812,sparkle
2813,noonday
2814,sun
2815,int
2816,theed
2817,palace
2818,throne
2819,room
2820,day
2821,queen
2822,amidala
2823,sio
2824,bibble
2825,five
2826,handmaidens
2827,eirtae
2828,yane
2829,padme
2830,rabe
2831,sache
2832,surrounded
2833,twenty
2834,droids
2835,captain
2836,panaka
2837,four
2838,naboo
2839,guards
2840,also
2841,held
2842,gunpoint
2843,nute
2844,rune
2845,stand
2846,middle
2847,room
2848,bibble
2849,explain
2850,invasion
2851,senate
2852,nute
2853,naboo
2854,federation
2855,forge
2856,treaty
2857,legitimize
2858,occupation
2859,ive
2860,assured
2861,ratified
2862,senate
2863,amidala
2864,cooperate
2865,nute
2866,highness
2867,going
2868,like
2869,store
2870,people
2871,time
2872,suffering
2873,persuade
2874,see
2875,point
2876,view
2877,commander
2878,oom
2879,steps
2880,forward
2881,process
2882,oom
2883,yes
2884,sir
2885,turns
2886,sergeant
2887,take
2888,camp
2889,four
2890,sergeant
2891,marches
2892,group
2893,throne
2894,room
2895,ext
2896,palace
2897,plaza
2898,day
2899,queen
2900,amidala
2901,padme
2902,eirta
2903,yane
2904,rabe
2905,sache
2906,captain
2907,panaka
2908,sio
2909,bibble
2910,four
2911,guards
2912,led
2913,palace
2914,ten
2915,battle
2916,droids
2917,plaza
2918,filled
2919,tanks
2920,battle
2921,droids
2922,pass
2923,way
2924,detention
2925,camp
2926,unbeknownst
2927,quigon
2928,obiwan
2929,jar
2930,jar
2931,sneak
2932,across
2933,walkway
2934,plaza
2935,jump
2936,balcony
2937,begin
2938,attack
2939,rescue
2940,queen
2941,four
2942,battle
2943,droids
2944,instantly
2945,cut
2946,droids
2947,move
2948,forward
2949,also
2950,cut
2951,jedis
2952,flashing
2953,lightsabres
2954,droid
2955,sergeant
2956,left
2957,sergeant
2958,starts
2959,run
2960,pulled
2961,back
2962,quigon
2963,force
2964,finally
2965,dispatched
2966,jedi
2967,jar
2968,jar
2969,yousa
2970,guys
2971,bombad
2972,queen
2973,amidala
2974,others
2975,amazed
2976,jar
2977,jar
2978,getting
2979,used
2980,move
2981,two
2982,buildings
2983,quigon
2984,highness
2985,ambassadors
2986,supreme
2987,chancellor
2988,bibble
2989,negotiations
2990,seem
2991,failed
2992,ambassador
2993,quigon
2994,negotiations
2995,never
2996,took
2997,place
2998,highness
2999,must
3000,make
3001,contact
3002,republic
3003,captain
3004,panaka
3005,steps
3006,forward
3007,capt
3008,panaka
3009,theyve
3010,knocked
3011,communications
3012,quigon
3013,transports
3014,capt
3015,panaka
3016,main
3017,hanger
3018,way
3019,disappear
3020,alleyway
3021,alarms
3022,sounded
3023,int
3024,central
3025,hanger
3026,hallway
3027,day
3028,captain
3029,panaka
3030,cracks
3031,open
3032,side
3033,door
3034,central
3035,hanger
3036,quigon
3037,looks
3038,shoulder
3039,obiwan
3040,jar
3041,jar
3042,rest
3043,group
3044,behind
3045,see
3046,several
3047,naboo
3048,spacecraft
3049,guarded
3050,fifty
3051,battle
3052,droids
3053,alarms
3054,heard
3055,distance
3056,capt
3057,panaka
3058,many
3059,quigon
3060,wont
3061,problem
3062,amidala
3063,highness
3064,circumstances
3065,isuggest
3066,come
3067,coruscant
3068,us
3069,amidala
3070,thank
3071,ambassador
3072,place
3073,people
3074,quigon
3075,kill
3076,stay
3077,bibble
3078,wouldnt
3079,dare
3080,capt
3081,panaka
3082,need
3083,sign
3084,treaty
3085,make
3086,invasion
3087,legal
3088,cant
3089,afford
3090,kill
3091,quigon
3092,situation
3093,seems
3094,something
3095,else
3096,behind
3097,highness
3098,logic
3099,federations
3100,move
3101,feelings
3102,tell
3103,destroy
3104,bibble
3105,please
3106,highness
3107,reconsider
3108,hope
3109,senate
3110,side
3111,us
3112,senator
3113,palpatine
3114,need
3115,help
3116,capt
3117,panaka
3118,getting
3119,past
3120,blockade
3121,impossible
3122,highness
3123,attempt
3124,escape
3125,dangerous
3126,bibble
3127,highness
3128,stay
3129,canthey
3130,retain
3131,council
3132,governors
3133,order
3134,maintain
3135,control
3136,must
3137,leave
3138,queen
3139,turns
3140,padme
3141,eirtae
3142,amidala
3143,either
3144,choice
3145,presents
3146,great
3147,riskto
3148,us
3149,padme
3150,brave
3151,highness
3152,quigon
3153,leave
3154,highness
3155,must
3156,amidala
3157,plead
3158,case
3159,senate
3160,bibble
3161,careful
3162,governor
3163,int
3164,central
3165,hanger
3166,day
3167,door
3168,opens
3169,main
3170,hanger
3171,quigon
3172,obiwan
3173,jar
3174,jar
3175,captain
3176,panaka
3177,two
3178,guards
3179,three
3180,handmaidens
3181,padme
3182,eirtae
3183,rabe
3184,followed
3185,queen
3186,amidala
3187,head
3188,sleek
3189,chrome
3190,spacecraft
3191,sio
3192,bibble
3193,yane
3194,sache
3195,stay
3196,behind
3197,handmaidens
3198,begin
3199,cry
3200,capt
3201,panaka
3202,need
3203,free
3204,pilots
3205,captain
3206,panaka
3207,points
3208,twenty
3209,guards
3210,ground
3211,crew
3212,pilots
3213,held
3214,corner
3215,six
3216,battle
3217,droids
3218,obiwan
3219,ill
3220,take
3221,care
3222,obiwan
3223,heads
3224,toward
3225,group
3226,captured
3227,pilots
3228,quigon
3229,queen
3230,captain
3231,panaka
3232,jar
3233,jar
3234,rest
3235,group
3236,approach
3237,guards
3238,ramp
3239,naboo
3240,craft
3241,guard
3242,droid
3243,going
3244,quigon
3245,im
3246,ambassador
3247,supreme
3248,chancellor
3249,im
3250,taking
3251,people
3252,coruscant
3253,droid
3254,guard
3255,youre
3256,arrest
3257,droid
3258,guard
3259,draws
3260,weapon
3261,droids
3262,fire
3263,cut
3264,guards
3265,run
3266,aid
3267,obiwan
3268,attacks
3269,guards
3270,around
3271,pilots
3272,quigon
3273,stands
3274,fighting
3275,droids
3276,others
3277,rush
3278,board
3279,spacecraft
3280,obiwan
3281,freed
3282,pilots
3283,including
3284,ric
3285,olie
3286,guards
3287,ground
3288,crew
3289,members
3290,rush
3291,board
3292,ship
3293,pilots
3294,guards
3295,race
3296,sio
3297,bibblr
3298,everyone
3299,made
3300,onto
3301,ship
3302,quigonjumps
3303,board
3304,alarms
3305,sound
3306,droids
3307,rush
3308,hanger
3309,fire
3310,ship
3311,takes
3312,ext
3313,theed
3314,hanger
3315,entry
3316,day
3317,fx
3318,ship
3319,exits
3320,hanger
3321,battle
3322,droids
3323,standing
3324,hanger
3325,shoot
3326,ext
3327,space
3328,fx
3329,sleek
3330,spacecraft
3331,speeds
3332,away
3333,planet
3334,naboo
3335,heads
3336,deadly
3337,federation
3338,blockade
3339,int
3340,naboo
3341,spacecraft
3342,cockpit
3343,pilot
3344,ric
3345,olie
3346,navigates
3347,toward
3348,massive
3349,battleship
3350,quigon
3351,captain
3352,panaka
3353,watch
3354,ric
3355,olie
3356,communications
3357,still
3358,jammed
3359,int
3360,naboo
3361,spacecraft
3362,droid
3363,hold
3364,jar
3365,jar
3366,led
3367,low
3368,cramped
3369,doorway
3370,obiwan
3371,obiwan
3372,stay
3373,keep
3374,trouble
3375,obiwan
3376,closes
3377,door
3378,jar
3379,jar
3380,looks
3381,around
3382,sees
3383,long
3384,row
3385,five
3386,short
3387,dometopped
3388,astro
3389,droids
3390,r
3391,units
3392,look
3393,alike
3394,except
3395,thier
3396,paint
3397,color
3398,seem
3399,shut
3400,jar
3401,jar
3402,ello
3403,boyos
3404,response
3405,disa
3406,wan
3407,na
3408,longo
3409,triphey
3410,jar
3411,jar
3412,taps
3413,bright
3414,red
3415,r
3416,unit
3417,head
3418,head
3419,pops
3420,bit
3421,lets
3422,gasp
3423,lifts
3424,head
3425,jar
3426,jar
3427,contd
3428,tis
3429,opensoooops
3430,many
3431,springs
3432,things
3433,come
3434,flying
3435,jar
3436,jar
3437,quickly
3438,closes
3439,embarrassed
3440,jar
3441,jar
3442,contd
3443,yoi
3444,yoken
3445,ric
3446,olie
3447,powers
3448,back
3449,little
3450,droid
3451,bypassed
3452,main
3453,power
3454,drive
3455,deflector
3456,shield
3457,maximum
3458,lone
3459,blue
3460,droid
3461,finishes
3462,repairs
3463,goes
3464,back
3465,ship
3466,naboo
3467,spacecraft
3468,races
3469,away
3470,federation
3471,battleship
3472,ric
3473,olie
3474,theres
3475,enough
3476,power
3477,get
3478,us
3479,coruscantthe
3480,hyperdrive
3481,leaking
3482,quigon
3483,well
3484,land
3485,somewhere
3486,refuel
3487,repair
3488,ship
3489,quigon
3490,studies
3491,star
3492,chart
3493,monitor
3494,obiwan
3495,master
3496,tatooine
3497,small
3498,way
3499,poor
3500,trade
3501,federation
3502,presence
3503,capt
3504,panaka
3505,sure
3506,quigon
3507,controlled
3508,hutts
3509,capt
3510,panaka
3511,hutts
3512,obiwan
3513,riskybut
3514,theres
3515,alternative
3516,capt
3517,panaka
3518,cant
3519,take
3520,royal
3521,highness
3522,hutts
3523,gangsters
3524,discovered
3525,quigon
3526,would
3527,different
3528,landed
3529,system
3530,controlled
3531,federationexcept
3532,hutts
3533,arent
3534,looking
3535,gives
3536,us
3537,advantage
3538,cpatain
3539,panaka
3540,takes
3541,deep
3542,breath
3543,frustration
3544,ext
3545,space
3546,naboo
3547,spacecraft
3548,fx
3549,naboo
3550,spacecraft
3551,races
3552,away
3553,int
3554,federation
3555,battleship
3556,conference
3557,room
3558,nute
3559,rune
3560,sit
3561,around
3562,conference
3563,table
3564,hologram
3565,darth
3566,sidious
3567,nute
3568,control
3569,cities
3570,north
3571,searching
3572,settlements
3573,darth
3574,sidious
3575,destroy
3576,highranking
3577,officials
3578,viceroyslowlyquietly
3579,queen
3580,amidala
3581,signed
3582,treaty
3583,nute
3584,disappeared
3585,lord
3586,one
3587,naboo
3588,cruiser
3589,got
3590,pat
3591,blockade
3592,darth
3593,sidious
3594,viceroy
3595,find
3596,want
3597,treaty
3598,signed
3599,nute
3600,lord
3601,impossible
3602,locate
3603,ship
3604,range
3605,darth
3606,sidious
3607,sith
3608,second
3609,sith
3610,lord
3611,appears
3612,behind
3613,darth
3614,sidious
3615,darth
3616,sidious
3617,contd
3618,viceroy
3619,apprentice
3620,lord
3621,maul
3622,find
3623,lost
3624,ship
3625,nute
3626,yes
3627,lord
3628,hologram
3629,fades
3630,nute
3631,contd
3632,getting
3633,handnow
3634,two
3635,rune
3636,made
3637,bargain
3638,happen
3639,jedi
3640,become
3641,aware
3642,sith
3643,lords
3644,int
3645,naboo
3646,spacecraft
3647,queens
3648,chambers
3649,quigon
3650,obiwan
3651,captain
3652,panaka
3653,little
3654,blue
3655,droid
3656,stand
3657,queen
3658,amidala
3659,three
3660,handmaidens
3661,padme
3662,eirtae
3663,rabe
3664,capt
3665,panaka
3666,extremely
3667,well
3668,put
3669,together
3670,little
3671,droid
3672,without
3673,doubt
3674,saved
3675,ship
3676,well
3677,lives
3678,amidala
3679,commendedwhat
3680,number
3681,little
3682,blue
3683,droid
3684,lets
3685,series
3686,bleepscaptain
3687,panaka
3688,leans
3689,scrapes
3690,dirt
3691,side
3692,droid
3693,read
3694,number
3695,capt
3696,panaka
3697,rd
3698,highness
3699,amidala
3700,thank
3701,artoo
